rate,comment
1,身為台灣第一間具有時代意義國際飯店，無論是在建築環境、酒店風格、服務態度等都展現出資深飯店的歷史深度。  此次住宿選擇了天際套房面市景的房間，看著台北市的白天市景及晚上的風景，即便沒有報名到歷史參訪的相關行程，光是走在圓山飯店周邊讓人覺得不虛此行  晚餐在金龍餐廳用餐，裡面的烤鴨更是讓人印象深刻，坐在窗邊一邊欣賞台北市的夜景一邊用餐，真是美食與心靈的雙重享受。  在國內住過那麼多家飯店，這次是家人長輩們最滿意的一次，顯示出圓山飯店的高CP值，推薦若要訂房，一定要訂面市景的天際套房。
1,N次來用餐，喜歡這的環境，價位中等 甜點區萬聖節造型的很多，非常驚豔 用餐時間不趕可慢慢享受 這次週一，服務方面...帶位收空盤師傅...差了點
1,公司夜間兒童新樂園包場活動，可提前下午2點鐘入園，時令雖然已經進入11月了，但是下午豔陽高照實在是熱昏頭，各遊具也是要排好排滿，玩了包含摩天輪共兩種遊具後，就躲到室內吃冰休息等待夜晚包場時段到來，入夜後的天氣就十分舒服涼爽，遊具排隊人龍也較早上開園時少了些，總算可以盡情暢玩，只希望兒子趕快身高滿140公分，吼吼樹屋放題真的太刺激，最後驚艷的是煙火秀，就在眼前欣賞漂亮的高空煙火，為今天美好的活動劃上完美的句點。
1,【時間】2023年10月28日 【縣市】台北市士林區 【地點】臺北市立兒童新樂園 【天氣】陰天  台北士林 兒童新樂園 萬聖節煙火搭摩天輪 等待煙火絕對是 攝影人最辛苦的過程 攝影人的用心堅持 用心拍攝構圖巧思 兒童新樂園摩天輪萬聖節煙火拍攝作品
1,小朋友超愛的樂園，假日人潮好多！ 這次來還多了好多大娃娃攤位，只可惜一人只能得到一次大娃娃，得到後就不能繼續玩下去！ 一開始員工也沒先告知規則！有要玩的多注意事項！
1,門票分為兩種：一般全票是30元，優待票15元，但遊樂設施逐項計費（自營每次$20-30、委外每次$50-80）；另一種則是一日券200元，可不限次數暢玩編號1號至13號的自營設施，建議透過KLOOK購買一日樂Fun券只要179元  在Klook買了一日遊樂卷，在入口左側用機器掃Klook QRCode後會印出手環，每次玩遊樂設施出示手環有日期那邊即可。  如沒買套票，可以選擇想玩的遊戲，則可刷悠遊卡。  一樓主要是海盜船、自由落體、旋轉木馬，有的遊樂設施有身高限制，身高若未達標準，需要大人陪同。 二樓是美食區、7-11、劇場，目前是如果兒童劇場，每場次約30分鐘，票價100元。 三樓有戶外區和棚內區，戶外有雲霄飛車、宇宙迴旋、摩天輪，摩天輪一次可坐六人。坐上去是新樂園視野最好的地方。；棚內區有咖啡杯、巡戈飛椅、小飛龍及一些需另付費的小遊戲（套圈圈之類的）  距離捷運劍潭、士林、芝山都有段距離（可轉搭接駁公車），園區提供付費停車，小型車平日30元/時，假日40元/時。
1,在Klook買了1-13項通吃的遊樂卷，也選在平常日來。但因是學期最後一週，所以仍有遇上許多國小生的戶外教學。有些設施在整修，所以也沒有玩到。  在入口左側用機器掃Klook QRCode後會印出手環，每次玩遊樂設施出示手環有日期那邊即可。如沒買套票的，則可刷悠遊卡。  一樓主要好玩的是海盜船、自由落體，這兩個都有身高限制，如果不夠，會需要大人陪同。另一個熱門的是旋轉木馬。需付費的碰碰船也有不少人玩，10分鐘要80元。  三樓戶外區熱門的有雲霄飛車、宇宙迴旋、摩天輪，棚內區熱門的是小飛龍。雲霄飛車、小飛龍的速度感十足，有些小朋友可能不敢玩。需付費的卡丁車人並不多，可能與3分鐘就要80元有關。另一需付費的機器人則是乏人問津。  摩天輪一次可坐六人。坐上去是新樂園視野最好的地方。  由九點玩到三點，179的套票算是值了！每項遊樂設施，大多十分鐘內就排到了，最多不會超過二十分鐘。選在平常日果然還是少了人擠人的煩躁，但多了人與人之間的溫度與情感交流。
0,這是台北市境內唯一的兒童樂園 可以選擇購買基本門票，但進入後玩設施 都還要另外收費，這次我們選擇購買一日卷 一日卷價格是200元，可以暢玩裡面13種設施 基本上平均玩6種設施就會回本 一日卷不知道哪個傻逼設計的 使用紙張製作，規定要戴在手上 如果脫落或是毀損就會失效 但是夏天只要流汗就會糊成一團 想出這種方法的人我真是佩服他 這樣還能有工作 基本上園區內的設施都蠻無聊的 好玩的都要另外收費 園區內美食街食物很貴 園區不大很容易人潮爆滿 裡面又很少能坐著休息的地方 明明有很多空間可以放椅子卻浪費 其實六福村不遠，你有更好的選擇
1,帶小小孩回味兒童節，低於90公分很多不能玩，90～110也有部分旋轉太快的不能玩，部分設施需要另外付費80..3分鐘，大部分排隊10～15分鐘，有些30分鐘，可以看官網有即時設施等待時間。總結設施偏向旋轉型，易頭暈的建議注意。
1,帶小孩來放電的好地方，進入需買門票，遊玩的設施不同費用不同，以及身高不同能玩的設施也有區別，如果在內玩比較長時間可以在第一售票處、第二售票處或遊客服務中心購買一日券200元，購票當日使用內含入園門票和不限次數搭乘一些大型遊樂設施。  推薦設施 摩天輪是主要地標可以看到臺北盆地的景色，合適個年齡層。  咖啡杯雖然一起玩很歡樂，但有頭暈嘔吐的風險...有眩暈頭暈的人不合適。  叢林樹屋可以體驗自由落體，小型的比較不恐怖。  碰碰車合適所有人，每人從小都會要玩的設施！  沙坑、遊戲場溜滑梯，免費非而且有遮陽常推薦。  小小水樂園只有夏天開放，需收費分場次，會清場非常好。  其餘收費標準 1. 編號1-13號及K1-K2遊樂設施，除摩天輪、尋寶船、魔法星際飛車、幸福碰碰車及叢林吼吼樹屋、冰雪奇航及鋼鐵碰碰車等7項30元外，其餘8項皆20元。 2. 編號1-3號大型遊樂設施，身高未滿85公分之幼童，或身高超過85公分惟未滿2歲之幼童，由親友陪同免費搭乘，親友仍須付費。 3. 編號1-13號大型遊樂設施及K系列設施，於現場出示身心障礙證明正本之身心障礙者可免費搭乘，若證明背面註記有必要陪伴者優惠措施使用資格，則亦可享陪伴者1人免費搭乘。 4. 小型遊樂設施係委外經營，每項收費50-80元不等。
1,超過120的小孩建議買一日票，大人就不用全部買一日票浪費錢了。 平日來不用排隊，又可以玩到飽，建議請假來。排隊比請假更浪費錢。 可以跟隔壁的天文或科學館擺一天，不會後悔。
1,小屁孩說在日本🇯🇵吃太多燒肉，中秋節不想烤肉了～😂 睡飽飽然後來逛夜市吃吃喝喝好快樂～💟 中秋快樂！月圓人團圓！❤️ #7Y4M4D
1,在劍潭出生長大，從小就很常來士林夜市，經歷了夜市的許多演變，現在搬到桃園了還是很喜歡回來這裡走走品嚐美食。
1,目前去的最大的夜市，人很多很热闹，可能是周五晚上的原因吧，地铁站都有存货箱，可以先存包再去逛比较轻松
1,挺好走的。在地面上的摊子都很好吃。介绍大家去试角落头的炸冰淇淋。摊主很用心炸雪糕脆但不油腻，冰淇淋没融化。
0,遊戲很多但是環境真的不太行，機車排放廢煙在夜市裡面鑽來鑽去，ㄧ邊玩遊戲一邊吸機車廢氣，台灣觀光真的是要好好加油
0,士林夜市就在劍潭捷運站外，也是很多遊客愛逛的夜市。 剛好遇上下雨天，但人流仍然很多，有分為小吃/遊玩/商店/地下食街的區域，有點亂，範圍比較大，小路也很多。感覺以前的士林夜市比較好逛... 炭烤雞排很多人排隊但真的很好吃。剛好經過有看到小萌虎。
0,這間章魚燒兩個月前來買過就反應東西酸掉 店家直接回說正常的  然後今天買 東西一樣酸的 回去找店家 店家態度還很差 不然我退你錢 一句道歉都沒說  當沒事繼續賣給客人  態度超差
0,建築內部清一色都是射氣球之類的遊戲，毫無特色，地下街也荒廢了。一個台北市觀光指標的夜市，政府督導成如此，實在匪夷所思⋯⋯
1,🎫平時門票30元、市民15元， 超過5點免費入場。 一票到底，展區豐富、有三層樓吧， 地下室還有綠化空間，很舒服自在。
1,台北市立美術館據維基百科，建立於作為臺灣首座公立美術館，自開館以來即肩負推動臺灣現當代藝術的保存、研究、發展與普及之使命。除整理臺灣近百年美術史外，亦持續關注發展中的當代藝術。運作方針為積極掌握全球視野，建構區域脈絡，扶植藝術人才，推動藝術教育，以促進藝術生態發展，提升全民文化修為和藝術涵養，臻於具審美觀、創造性與思辨力的當代社會。
1,週間去北美館的楊德昌導演特展，人潮不多可以細細的參觀，展覽裡有豐富的文獻資料，而特別吸引我的是一開始的互動裝置。當你走動時，牆上的影片就會跟著快轉、倒退。  楊德昌導演的人生故事也是一段追夢又反覆著的旅程，充滿希望。這是我們每個人都深切共鳴的主題。展覽還展示了楊導演的電影創作思維，以及當年台灣電影社會寫實風氣的轉變。此外，楊導演的漫畫和繪畫分鏡手稿也讓我大開眼界。非常值得一覽，強烈推薦！
1,在台北不知道要做什麼，路過想說進去看一下，發現學生票有優惠。 內部展場寬廣，空調也蠻舒適，的，不會太冷也不會很悶熱。平日人潮也不算多，逛起來不會覺得很壓抑擁擠，而且在熱鬧的台北能有這樣讓人靜下心來的場所真的很讚，不論是自己來這裡，單獨與這些作品對話，感受藝術家所欲表達的情感，當個假文青仔，或是帶著伴侶來這裡約會，抑或者與家人⋯⋯都適合在這裡度過午後時光，值得一訪。 當時看的展覽如下 未來身體：超自然雕塑 冥想片刻 生活決定意識
1,學生票15，全票30，真的是便宜到買票的時候都有點不好意思。展覽設計也都很用心，夏天覺得外面太熱真的可以來北美館走走看看，冷氣像是免錢的，冷到發抖
1,休假沒事就會跑來 很多展覽～值得來一趟 入場費：30 ⭐️後背包不可以帶進去，櫃檯可以寄放  捷運&步行 觀眾自捷運圓山站下車後，於１號出口出站，可步行穿越花博公園圓山園區，再左轉行進至中山北路三段，於右前方即可抵達美術館。
1,從大學時代就很喜歡到北美館看展，早期還有開課程。很高興北美館也開始有擴建工程要進行。期待不久之後，可以見到嶄新的美術館。 週六展館延後閉館時間，而且五點過後免門票，很值得一訪。
1,台北藝術之最高殿堂，朝聖當期楊德昌展覽，入場門票30元，適合來看展沈澱一下思緒 / 更多照片：用愛先決写真
1,每年的寒暑假都會來一次，大約可以逛個整個下午，就算看不大懂作品，進來還是可以逛的2 3小時，而且門票很便宜
1,今天下午5點多的2樓服務台2位氣質正妹超級親切地搞定我這個奧客的問題，感動。20230916 什麼都有，很好逛。20230812
1,有這次三麗鷗快閃店   跟貓咖 可愛的貓貓  可愛 啾咪♥
1,我只能說週年慶人潮真的很厲害 品牌跟商品種類眾多應有盡有喔
1,童年的kitty貓，孩子的快樂貓，這活動會一直有嗎？
1,很適合帶小孩子來放電的地方 超市、大創還有樓上的親子區 整體逛起來很舒適環境動線都很不錯  最近B2F的快閃櫃還有兩間我超喜歡的蛋糕店！台南來的起士公爵！楓糖蔓越莓超好吃！母親節口味限定的玫瑰也好吃😋亞尼克生乳捲也是我們家常買的～而且現場的櫃姐都好親切👍真希望可以常駐在這裡但好像只有到5月底
1,中和好玩好逛的百貨，好多餐廳可以來嚐鮮。適合親子同遊。
1,日本永旺購物中心技術輸出的第一個海外據點，於2005年12月開幕，是Global Mall第1家開幕店，全台有八家分店。營業時間：週一~週日 11：00~22：00。有自己的Global Mall app，消費可以集點、停車預約等等服務，一樓有接駁車，往返有板橋火車站西出口站與捷運新埔站1號出口，一樓可以租借嬰兒車，全館無線上網，一樓沒有廁所，餐廳在B2、3F與4F，特斯拉電動車充電在B3與6F，四樓有中和環球威秀影城，五樓停車場，30鐘之內免費、看電影可以折抵2小時，消費也可以折抵。除了沒有捷運，交通算方便，地方大與乾淨明亮，適合親子
1,夏天迎來了萊恩獅的快閃，買了萊恩城堡立體積木😍😍結果拼了四小時只拼一半而已😅 聖誕節到了有個超大的「企鵝」在展示中喔❤️❤️💃💃💃還可以到處吃吃喝喝逛逛，雨天備案的好地方~
1,機車好停車~下雨天運動兼逛街好地方~遛小孩第一首選~親子友善餐廳多~還有各國料理:泰式~港式~義式~美式~韓式~日式
0,上週 在新店店採購了一張椅子 今天去取貨 包裝紙盒是破的（用透明膠帶纏），我問工作人員，回答我「我檢查過裡面沒問題」 這態度 我真的越想越不能接受 我為什麼要拿一個破掉的紙盒 雖然不是什麼大不了的事 你工作人員 主動告知就算了 默默不吭聲 是什麼意思 東西 還沒離開大樓 紙盒就破了 狼狽的拿回家！ 非常糟糕的體驗 非常
1,很新很大，捷運站出來就是很方便，停車假日汽車買300元就能停2小時，5樓2樓發票也能抵，但ikea的最划算，太大逛2小時不夠的，假日是每小時60元，值得來逛逛
1,約到家中安裝，快速，客氣，沒有味道。 果然只要勾選購買服務就是兩手放空。希望能比預想中的壽命撐更久一點～
1,早餐簡單又美味，價格親民。 瑞典肉丸、煎蛋、香腸、麵包等，滿足口味多樣性。 是一個物超所值的選擇
0,今天早上被薯餅雷到，到底是回炸了幾次？還是一次太久？整個都變酥餅了
1,東西好吃離捷運站近 地點方便 品質很其他間一樣沒有落差~
1,小碧潭站2號出口出來 走個3分鐘就到了 生日有加入會員買一送一活動 炸雞翅及蛋糕還蠻好吃的 豬肋排跟以前比變小了QQ 有免費Wi-Fi 推薦
0,逛過桃園店、台中店、高雄店、小巨蛋店 還是最喜歡台中店 . 這間店確實很方便 捷運出來就到了 先說餐廳區 動線還可以 結帳速度也算快的 座位區在用餐時間幾乎很難有 我內用完之後又使用了外帶點餐 外帶點餐明明就有取餐編號和姓名 為什麼取餐的時候是問我「你點了什麼」而不是問「你取餐號碼」或「請問你貴姓」 難道我如果點了10樣東西，我要一樣一樣跟你說嗎？ 另外就是我明明有輸入載具 為什麼還是有發票？ 無法理解 . 廁所的部分 門後製物勾也太高了吧 是設置在門的最上方 對於小孩或身高比較矮的人來說不友善 . 餐廳用餐完如果要逛賣場 走過去其實是動線的尾端 等於說你要逛是逆向 要出去到外面 再沿著圍牆走到正門 才是順向的 動線很怪 感覺就像先出去這間店再進來一樣
0,"2023早餐9:00-10:30,有側門可入，,,正餐11:00-21:00。門市10:00-22:00,餐點普通3顆星。拿$1五個$5零錢換想整十元買$10霜淇淋不給換，得到會員專區抽號碼牌，前面有人等約十分鐘還不知道要等多久，就到處跟顧客問才買到。我當過台灣的收銀員，確實不喜歡換錢，因為怕虧錢或零錢並不夠或後面有人在等，但如果是我這種小錢換小錢，會馬上換，國情不同，規定不換，怠惰顧客可以啊!  去會員專區等超久，想寫建議希望小錢$100內可以換，結果那鍵盤怎麼鬼打牆?給負評就是會員區沒有專門給換錢的櫃子，來處理的都是要很久的顧客。錯的是我，不買臨櫃霜淇淋$$20，要機器買$10結果到處踫壁。"
1,全票60元就可以看貓熊企鵝大象長頸鹿獅子老虎犀牛河馬斑馬駱駝黑猩猩等超多動物 捷運就能到 園區內也很多吃的 遠方的焚化爐長頸鹿煙囪很可愛
1,動物園是個大人小孩都愛的地方🥰昆蟲館復育來很多稀有的昆蟲，還有許多色澤斑斕的蝴蝶🦋，動物園很用心，將整個動物園周遭環境也打造的很像在森林裡，但那天有看到一條黑色的蛇🐍再外面😱，猶如動物園驚奇記！ 當天還看到正在交配的龜類，正在睡覺多河馬…等 真是特別的體驗！ 建議可以先在網路購票，當天換票就可以直接入園，很方便，動物園對面就有停車場，平日一次$50，假日一小時$60（建議假日要來動物園的坐交捷運省荷包！）
1,要早點到要走很長路程但一路過來 覺得蠻稀奇好玩的只是走路累了還有車可以搭喔～還有很多紀念品可以買，我都買企鵝館商品因為有我喜歡水上生物，有時候看天氣喔，動物不一定都會看到見👍🏻記得以前4.50？目前價錢是60塊喔還是很便宜可以逛好幾小時，很適合戴小孩來娛樂看動物喔
1,這裡早點來逛整天，沒問題 因為想說學下動物英文，直接來動物園，效果非常好 路大不擁擠，且門票很便宜，適合帶家人來逛逛 兒童區有小馬，草泥馬，狐蒙 無尾熊 天氣炎熱多喝水，有飲水機 還有很多廁所 來動物園真的一個角落都不能放過 一堆動物都在反過來觀察人類啊～
1,滿滿動物！ 地方很大真的平日來很好多 人比較沒這麼多 但真的防曬跟風扇一定帶足 不然好熱走不了3小時 小孩就會吵著要回家了 裡面販賣機很多 真的很適合給大家隨時補充水分 便宜門票 遊半天很划算
1,台灣最大的動物園，也是重要的研究、保育、救援機構。 入場可以刷一卡通、悠遊卡等交通IC卡進場，不用排隊購票，展場排列從入口開始是一路向上的緩坡，邊走邊看爬坡不會很累，也可以搭遊園接駁車到鳥園再慢慢走下來，豐富的展示內容要仔細觀察一天根本逛不完，閉館前的黃昏時間動物會比較活躍，建議一定要待好待滿五點再出去 2024年門票預計會漲到100，但是和國外動物園相比還是很便宜
1,維護的很好 連廁所衛生的部分也做得很好👍  可惜這次有好幾個區域都在整理、維修 不過真的是一個可以讓孩子們看看動物放放電的好地方🙌🙌🙌
